Title,Link,Views,Priority,Keywords ,Keywords
Bitcoin vs Gold vs Fiat Money,https://www.youtube.com/watch?v=pUK1UN5jlVg,"38,802 views",2,,"vs, bitcoin, gold, fiat, money"
What Is Money and How Does It Work?,https://www.youtube.com/watch?v=P1c86USXzFo,"184,191 views",2,,"what, money, how, does, it"
How To Start Investing In 2021 (17 Different Ways),https://www.youtube.com/watch?v=Tc6BQAjTYKU,"85,842 views",2,,"how, start, investing, different, ways"
The Fed's EMERGENCY Repo Market Operation (QE4?!),https://www.youtube.com/watch?v=Zt3BypG-X8A,"39,597 views",2,,"fed, s, emergency, repo, market"
How I Made Money In Real Estate (Residential & Commercial Real Estate),https://www.youtube.com/watch?v=BCmQt-hfJFg,"14,450 views",2,,"real, estate, how, i, made"
How to Set and Achieve Goals (My Secret to Success),https://www.youtube.com/watch?v=P5MOMb-wiTU,"23,770 views",2,,"how, set, achieve, goals, my"
"What Does ""OK Boomer"" Mean",https://www.youtube.com/watch?v=6T3iXLi-xlE,"44,310 views",2,,"what, does, ok, boomer, mean"
My Friend's ATM Side Hustle (Passive Income 2023),https://www.youtube.com/watch?v=Icaok4K2sdM,"1,072,807 views",2,,"my, friend, s, atm, side"
The Top 5 Financial SCAMS of 2020 | With Special Guest Meet Kevin,https://www.youtube.com/watch?v=q4HvxpJwua8,"73,645 views",2,,"top, financial, scams, special, guest"
Good Debt vs. Bad Debt: Is There A Difference?,https://www.youtube.com/watch?v=UOQ52IsG5bA,"39,086 views",2,,"debt, good, vs, bad, there"
Investing For Beginners: Cash Flow Vs. Capital Gains,https://www.youtube.com/watch?v=KOryhgWW6Rk,"93,618 views",2,,"investing, beginners, cash, flow, vs"
Ray Dalio: The Financial System Is Broken (2020 Recession),https://www.youtube.com/watch?v=fKRBMHYjyv0,"34,636 views",2,,"ray, dalio, financial, system, broken"
Making $150k A Year And Still Feel Broke (CASE STUDY),https://www.youtube.com/watch?v=PV3LYLmqdrA,"51,219 views",2,,"making, 150k, year, still, feel"
FED INJECTS $211B INTO THE REPO MARKET IN 2 DAYS!,https://www.youtube.com/watch?v=Wd68UrScB98,"70,944 views",2,,"fed, injects, 211b, into, repo"
The Time Value of Money (Explained),https://www.youtube.com/watch?v=DQN9NquSKJE,"40,725 views",2,,"time, value, money, explained"
17 Finance Questions Asked By My Subscribers,https://www.youtube.com/watch?v=-ILMSp4jLZI,"30,978 views",2,,"finance, questions, asked, my, subscribers"
7 Finance Books That Changed My Life,https://www.youtube.com/watch?v=R1JWmP84K28,"164,480 views",2,,"finance, books, that, changed, my"
5 Simple Ways To Invest In Real Estate,https://www.youtube.com/watch?v=2wY-hVTbT58,"44,485 views",2,,"simple, ways, invest, real, estate"
Why Dave Ramsey Is WRONG About Credit Cards,https://www.youtube.com/watch?v=Xj-ATDoWMqk,"272,037 views",2,,"why, dave, ramsey, wrong, about"
How to Pay Off Debt FAST (5 BIG Lifestyle Changes),https://www.youtube.com/watch?v=UP060hfGuas,"80,225 views",2,,"how, pay, off, debt, fast"
FUNDRISE REVIEW 2021 - Passive Real Estate Investing,https://www.youtube.com/watch?v=y0Z-Ly2d8A4,"157,354 views",2,,"fundrise, review, passive, real, estate"
Should I Buy a New or Used Car,https://www.youtube.com/watch?v=tHAR4SvDiZQ,"690,202 views",2,,"should, i, buy, new, or"
Best Jobs For The Future (2023 & Beyond),https://www.youtube.com/watch?v=1Ey6K4Wkiaw,"475,727 views",2,,"best, jobs, future, beyond"
Stocks Vs. Real Estate | Which Is A Better Investment?,https://www.youtube.com/watch?v=AHRIt3La4T4,"146,336 views",2,,"stocks, vs, real, estate, which"
Vanguard Index Funds (Investing For Beginners),https://www.youtube.com/watch?v=vDz_OAU_uq4,"367,333 views",2,,"vanguard, index, funds, investing, beginners"
How To Invest In Your Twenties,https://www.youtube.com/watch?v=jmJ5-bW-jVU,"69,053 views",2,,"how, invest, your, twenties"
How Does Short Selling Work (Short Selling Explained),https://www.youtube.com/watch?v=VgX_R5mmxxQ,"163,893 views",2,,"short, selling, how, does, work"
Should You Pay Off Debt Or Invest,https://www.youtube.com/watch?v=Mcg0QMI1qpE,"360,575 views",2,,"should, pay, off, debt, or"
What Is The Rule Of 72,https://www.youtube.com/watch?v=kF2ZYeE6XfE,"343,124 views",2,,"what, rule"
Term Vs. Whole Life Insurance (Life Insurance Explained),https://www.youtube.com/watch?v=ZFLAsu97C9M,"834,812 views",2,,"life, insurance, term, vs, whole"
How Much YouTube Paid Me For 5 MILLION Views (NOT Clickbait),https://www.youtube.com/watch?v=9KBqMADNwvA,"241,126 views",2,,"how, much, youtube, paid, me"
The 2020 Recession: How To Prepare For The Next Market Crash,https://www.youtube.com/watch?v=jvymyRS0Vug,"1,068,745 views",2,,"recession, how, prepare, next, market"
How To Negotiate A Higher Salary (5 Ways),https://www.youtube.com/watch?v=RnTJDM2-AKI,"39,043 views",2,,"how, negotiate, higher, salary, ways"
The Envelope Budget (Money Management),https://www.youtube.com/watch?v=JTxxKt1Zt0U,"20,801 views",2,,"envelope, budget, money, management"
7 Car Dealership Rip Offs You Should NEVER Pay For!,https://www.youtube.com/watch?v=yLRBkn8s__I,"1,582,704 views",2,,"car, dealership, rip, offs, should"
BETTERMENT REVIEW 2020 - Making Investing EASY,https://www.youtube.com/watch?v=_9I05zBKLGg,"37,277 views",2,,"betterment, review, making, investing, easy"
EQUIFAX BREACH SETTLEMENT: Does Equifax Owe You $125?,https://www.youtube.com/watch?v=nJ1tGvLhy_Y,"16,033 views",2,,"equifax, breach, settlement, does, owe"
How To STOP Living Paycheck to Paycheck,https://www.youtube.com/watch?v=NSpMFtcXxcc,"547,764 views",2,,"paycheck, how, stop, living"
Tesla Model 3 Tax Credit Explained (Real Example),https://www.youtube.com/watch?v=Dcoq00oKNho,"45,020 views",2,,"tesla, model, tax, credit, explained"
How To Improve Your Credit Score (6 Steps),https://www.youtube.com/watch?v=Qx3BjHrUJ6o,"56,351 views",2,,"how, improve, your, credit, score"
The Student Loan Debt Crisis,https://www.youtube.com/watch?v=scwzmCnxm4E,"27,206 views",2,,"student, loan, debt, crisis"
RICH PEOPLE PROBLEMS | 10 Things Rich People Worry About,https://www.youtube.com/watch?v=4AcmIlmmGSA,"31,607 views",2,,"rich, people, problems, things, worry"
Roth IRA vs 401k (2021),https://www.youtube.com/watch?v=AbkacoEdAG0,"482,083 views",2,,"roth, ira, vs, 401k"
Why I Bought An Old BMW (Supply & Demand Explained),https://www.youtube.com/watch?v=wsCGOuGkcFE,"27,603 views",2,,"why, i, bought, old, bmw"
"My $49,360.48 Roth IRA Portfolio (REVEALED)",https://www.youtube.com/watch?v=avIGUXQhCKc,"100,079 views",2,,"my, roth, ira, portfolio, revealed"
How To Make Passive Income (2021),https://www.youtube.com/watch?v=o1WWhRtJ4hI,"608,550 views",2,,"how, make, passive, income"
How To Pay Yourself First,https://www.youtube.com/watch?v=9RX1WSD3FBg,"328,635 views",2,,"how, pay, yourself, first"
8 Ways To Make Money On The Side (2021),https://www.youtube.com/watch?v=7PJSeJWu0cY,"284,455 views",2,,"ways, make, money, side"
Why Dave Ramsey's 7 Baby Steps Work,https://www.youtube.com/watch?v=l_RvHPL-3Zo,"1,281,651 views",2,,"why, dave, ramsey, s, baby"
How To Pay Off Debt (Debt Snowball vs Debt Avalanche),https://www.youtube.com/watch?v=pftx9Jx6N1Q,"360,599 views",2,,"debt, how, pay, off, snowball"
How To Manage Your Money (50/30/20 Rule),https://www.youtube.com/watch?v=HQzoZfc3GwQ,"3,641,157 views",2,,"how, manage, your, money, rule"
How Much Car Can I Afford (20/4/10 Rule),https://www.youtube.com/watch?v=Q5_X36qBceE,"1,504,950 views",2,,"how, much, car, can, i"
How Cars Keep You BROKE! (The Truth),https://www.youtube.com/watch?v=_qOaT8dnnpA,"540,779 views",2,,"how, cars, keep, broke, truth"
How To Flip A House For Beginners,https://www.youtube.com/watch?v=Tcm0VOhl-Nw,"462,855 views",2,,"how, flip, house, beginners"
Financial Education Is NOT Taught In Schools,https://www.youtube.com/watch?v=tQRQaMaM15o,"16,129 views",2,,"financial, education, not, taught, schools"
How to Succeed in Business,https://www.youtube.com/watch?v=Jq-MKhP0nys,"8,555 views",2,,"how, succeed, business"
The Truth About Getting Rich (Cashflow Quadrant) ??,https://www.youtube.com/watch?v=BnOLYnMQAMg,"426,738 views",2,,"truth, about, getting, rich, cashflow"
Can YOU Afford Retirement? | 4% Rule Explained | Safe Withdrawal Rate,https://www.youtube.com/watch?v=1O1Lk21o3Hw,"246,793 views",2,,"can, afford, retirement, rule, explained"
Buying vs. Leasing a Car (Pros and Cons),https://www.youtube.com/watch?v=BtY9Nmm2z0U,"2,186,202 views",2,,"buying, vs, leasing, car, pros"
"Before and After House Flip Video ($35,000+ Profit!)",https://www.youtube.com/watch?v=RjQ8Y616jAI,"20,282 views",2,,"before, after, house, flip, video"
Your BROKE Friend.,https://www.youtube.com/watch?v=mQ_8VEi57xo,"17,689 views",2,,"your, broke, friend"
How Car Dealerships Rip You Off (The Truth),https://www.youtube.com/watch?v=1gtmij_uNuE,"8,161,686 views",2,,"how, car, dealerships, rip, off"
BRRRR Strategy | The Fastest Way To Build Wealth,https://www.youtube.com/watch?v=UGOncfd_5-g,"131,913 views",2,,"brrrr, strategy, fastest, way, build"
Life Insurance: How Much Do You Need?,https://www.youtube.com/watch?v=LeAoL9wzEvQ,"7,318 views",2,,"life, insurance, how, much, need"
Money Mistakes To Avoid In Your 20s,https://www.youtube.com/watch?v=WourzettFXA,"33,365 views",2,,"money, mistakes, avoid, your, 20s"
HOW TO RETIRE A MILLIONAIRE WITH A ROTH IRA,https://www.youtube.com/watch?v=KjxIFqU76Qk,"27,576 views",2,,"how, retire, millionaire, roth, ira"
HOW TO BUDGET | Budgeting Tips & Spreadsheet,https://www.youtube.com/watch?v=75VZ-cfORDg,"29,489 views",2,,"how, budget, budgeting, tips, spreadsheet"
HOW MUCH HOUSE CAN I AFFORD? | Home Affordability Spreadsheet,https://www.youtube.com/watch?v=HfrqjUKj1uA,"392,084 views",2,,"how, much, house, can, i"
Interview With a Mortgage Broker (How to Start a Mortgage Brokerage),https://www.youtube.com/watch?v=Ufy68NTcdSU,"65,732 views",2,,"mortgage, interview, broker, how, start"
The Shrinking Middle Class,https://www.youtube.com/watch?v=5jJDAgbWkmw,"5,048 views",2,,"shrinking, middle, class"
BEST ETFs FOR 2019,https://www.youtube.com/watch?v=J8dzGxnhjBo,"20,061 views",2,,"best, etfs"
The 2020 Market Crash: Inverted Yield Curve,https://www.youtube.com/watch?v=ex_22wF7JIs,"3,818 views",2,,"market, crash, inverted, yield, curve"
3 Stocks to Buy in December 2018?,https://www.youtube.com/watch?v=kOANJnjyk2g,"4,610 views",2,,"stocks, buy, december"
1 YEAR YOUTUBE ANNIVERSARY!,https://www.youtube.com/watch?v=jki_T-2duU0,783 views,2,,"year, youtube, anniversary"
GETTING STARTED IN REAL ESTATE INVESTING ????,https://www.youtube.com/watch?v=rW2mt21jl9g,"9,343 views",2,,"getting, started, real, estate, investing"
Interviewing People About Stocks (HILARIOUS!),https://www.youtube.com/watch?v=xmNEsk3qGnc,"3,455 views",2,,"interviewing, people, about, stocks, hilarious"
Is College Worth It in 2019? ????,https://www.youtube.com/watch?v=NNA5d_d_RQs,"3,596 views",2,,"college, worth, it"
3 Stocks to Buy in November 2018? ??,https://www.youtube.com/watch?v=caG3gI1Re3o,"5,039 views",2,,"stocks, buy, november"
SEARS FILES FOR BANKRUPTCY! ??,https://www.youtube.com/watch?v=MlSuguHo5f0,"1,299 views",2,,"sears, files, bankruptcy"
Stock Market CRASHES! Let's Talk About It ??,https://www.youtube.com/watch?v=MfLHx5h_9tE,"4,265 views",2,,"stock, market, crashes, let, s"
Stock Portfolio Update - October 2018 (+38.8%),https://www.youtube.com/watch?v=FGNcm3u-nvQ,"2,746 views",2,,"stock, portfolio, update, october"
3 Stocks to Buy in October 2018!,https://www.youtube.com/watch?v=qHd12irO6mw,"3,731 views",2,,"stocks, buy, october"
Welcome Back to WhiteBoard Finance!,https://www.youtube.com/watch?v=Aa20udayK1Y,"3,279 views",2,,"welcome, back, whiteboard, finance"
My Favorite Stock for 2018!,https://www.youtube.com/watch?v=RRBPlmQ96Fw,"4,888 views",2,,"my, favorite, stock"
WBF #001 - From Corporate America to Full Time Real Estate Investor,https://www.youtube.com/watch?v=3BCxdAwSx-U,"2,407 views",2,,"wbf, from, corporate, america, full"
How I Made $4000 Selling My Mercedes Benz E55 AMG,https://www.youtube.com/watch?v=84PsUzSZIwI,"12,201 views",2,,"how, i, made, selling, my"
Why You NEED To Pay Attention to Marijuana Stocks,https://www.youtube.com/watch?v=4TLYlsQnzG8,"11,348 views",2,,"why, need, pay, attention, marijuana"
How to Analyze a Rental Property,https://www.youtube.com/watch?v=qLs8Je1Vkaw,"58,317 views",2,,"how, analyze, rental, property"
3 Stocks to Buy in March 2018,https://www.youtube.com/watch?v=PEKai58x1e0,"11,315 views",2,,"stocks, buy, march"
MY STOCK PICKS ARE UP 22.3% IN 3 MONTHS,https://www.youtube.com/watch?v=CNQD47NEyKY,"3,846 views",2,,"my, stock, picks, up, months"
Why Do You Want to Be Rich?,https://www.youtube.com/watch?v=xMzoqalKgPI,"6,356 views",2,,"why, want, be, rich"
Best Paying Jobs WITHOUT a Degree,https://www.youtube.com/watch?v=VLjnroloeHA,"30,905 views",2,,"best, paying, jobs, without, degree"
Rich Dad Poor Dad Summary 2019,https://www.youtube.com/watch?v=6jB5H18po2E,"30,441 views",2,,"dad, rich, poor, summary"
PAY YOURSELF FIRST,https://www.youtube.com/watch?v=gqEUPJdkFfE,"11,481 views",2,,"pay, yourself, first"
THE DOW DROPS 1175 POINTS! | What Should You Do?,https://www.youtube.com/watch?v=-WRuYcy_xhw,"6,214 views",2,,"dow, drops, points, what, should"
3 Stocks to Buy In February 2018,https://www.youtube.com/watch?v=wsz2XmqDHTo,"13,978 views",2,,"stocks, buy, february"
MY STOCK PICKS GAINED 18.23% IN 2 MONTHS,https://www.youtube.com/watch?v=Ca4iGw-r6bc,"4,466 views",2,,"my, stock, picks, gained, months"
Robinhood Adds Crypto Trading | NO FEES!,https://www.youtube.com/watch?v=RR997R2Hql0,"3,644 views",2,,"robinhood, adds, crypto, trading, no"
STOCK MARKET BUBBLE 2018,https://www.youtube.com/watch?v=mEVEFiMeX8A,"4,875 views",2,,"stock, market, bubble"
HOW TO INVEST $1000 in 2019,https://www.youtube.com/watch?v=0ReyIFwYN-4,"60,948 views",2,,"how, invest"
HOW TO BECOME A MILLIONAIRE 2018,https://www.youtube.com/watch?v=aq-VQuvVm4Q,"5,937 views",2,,"how, become, millionaire"
What Stocks is Warren Buffett Buying in 2019,https://www.youtube.com/watch?v=YtJKRERncxs,"22,149 views",2,,"what, stocks, warren, buffett, buying"
The Richest Man in Babylon Review,https://www.youtube.com/watch?v=C65rrjGtoDs,"27,799 views",2,,"richest, man, babylon, review"
HOW TO PICK STOCKS 2018,https://www.youtube.com/watch?v=UHVW7wGbJvk,"6,971 views",2,,"how, pick, stocks"
TOP 5 BLOCKCHAIN STOCKS 2019,https://www.youtube.com/watch?v=jOBKNzp9i_k,"43,918 views",2,,"top, blockchain, stocks"
BEFORE YOU INVEST | 10 Investing Principles,https://www.youtube.com/watch?v=j6y4FHm0cyM,"13,156 views",2,,"before, invest, investing, principles"
3 Stocks to Buy In January 2018,https://www.youtube.com/watch?v=N4qsIzsSsCQ,"9,492 views",2,,"stocks, buy, january"
What Do YOU Know About BITCOIN!,https://www.youtube.com/watch?v=nhn9MvHgDEU,"6,594 views",2,,"what, know, about, bitcoin"
BEST STOCKS FOR BEGINNERS 2019,https://www.youtube.com/watch?v=drysGxD6fZQ,"27,112 views",2,,"best, stocks, beginners"
INVESTING MONEY IN YOUR 20s,https://www.youtube.com/watch?v=2FEutpYhAuw,"11,950 views",2,,"investing, money, your, 20s"
BEST ETFs FOR 2018,https://www.youtube.com/watch?v=5nb6yjBqzaM,"45,935 views",2,,"best, etfs"
Who Is WhiteBoard Finance? | A Pledge to My Subscribers,https://www.youtube.com/watch?v=5HG7owYCqwY,"2,484 views",2,,"who, whiteboard, finance, pledge, my"
AVERAGE SAVINGS BY AGE | Rule of Thumb,https://www.youtube.com/watch?v=kLWmGSaDLdc,"72,139 views",2,,"average, savings, age, rule, thumb"
TOP 3 MARIJUANA STOCKS 2018,https://www.youtube.com/watch?v=obFyzsa0kLA,"159,832 views",2,,"top, marijuana, stocks"
HOW TO CALCULATE YOUR NET WORTH,https://www.youtube.com/watch?v=yZldc_7Vl-k,"8,326 views",2,,"how, calculate, your, net, worth"
15 YEAR VS 30 YEAR MORTGAGE,https://www.youtube.com/watch?v=qkclyj0V2T0,"364,655 views",2,,"year, vs, mortgage"
3 STOCKS TO BUY IN DECEMBER 2017,https://www.youtube.com/watch?v=GpcrwhV1_b0,"13,819 views",2,,"stocks, buy, december"
SPEND LESS MONEY EVERY MONTH 2020,https://www.youtube.com/watch?v=Skwv85YaWbY,"23,162 views",2,,"spend, less, money, every, month"
HOW TO GET OUT OF DEBT 2018,https://www.youtube.com/watch?v=M1Qo-0bUNXc,"11,127 views",2,,"how, get, out, debt"
HOW TO INCREASE YOUR CREDIT SCORE (2018),https://www.youtube.com/watch?v=RtnCs7eyIds,"17,847 views",2,,"how, increase, your, credit, score"
HOW TO ESTABLISH CREDIT 2018,https://www.youtube.com/watch?v=iq7br9wtsnI,"10,805 views",2,,"how, establish, credit"
